ID,Reported_Date,Reported_Hour,Reported_Year,Occurred_Date,Occurred_Hour,Occurred_Year,Time_of_Day,Weekday,Day_of_Week,Neighbourhood,Sector,Division,Ward,Councillor,Census_Tract,Level_of_Injury,x,y,Occurred_Month
236,2021-06-13 05:00:00,200,2021,2021-06-13 05:00:00,2100,2021,Evening,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050101.0,UNKNOWN,-75.66243296,45.43573749,June
237,2021-06-14 05:00:00,0,2021,2021-06-14 05:00:00,0,2021,Night,Monday,1,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.03,MAJOR,-75.61826518,45.43112298,June
238,2021-06-23 05:00:00,200,2021,2021-06-23 05:00:00,200,2021,Night,Wednesday,3,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.09,UNKNOWN,-75.6543659,45.37400247,June
239,2021-07-03 05:00:00,0,2021,2021-07-02 05:00:00,2300,2021,Evening,Friday,5,Sandy Hill - Ottawa East,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050051.0,MAJOR,-75.67871708,45.4248598,July
240,2021-07-05 05:00:00,100,2021,2021-07-04 05:00:00,100,2021,Night,Sunday,7,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050053.0,MAJOR,-75.68173585,45.43170406,July
241,2021-07-10 05:00:00,1700,2021,2021-07-10 05:00:00,1700,2021,Afternoon,Saturday,6,Vanier South,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050102.0,NONE,-75.65480518,45.43534068,July
242,2021-07-13 05:00:00,500,2021,2021-07-13 05:00:00,500,2021,Night,Tuesday,2,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.0,NONE,-75.61866099,45.3984387,July
243,2021-07-14 05:00:00,200,2021,2021-07-14 05:00:00,2000,2021,Evening,Wednesday,3,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,NONE,-75.64834247,45.34743845,July
244,2021-07-22 05:00:00,0,2021,2021-07-22 05:00:00,1400,2021,Afternoon,Thursday,4,Cummings,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050061.0,NONE,-75.64170726,45.43936436,July
245,2021-08-02 05:00:00,200,2021,2021-08-02 05:00:00,2300,2021,Evening,Monday,1,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050022.0,MAJOR,-75.73597923,45.37374071,August
246,2021-08-03 05:00:00,800,2021,2021-08-03 05:00:00,800,2021,Morning,Tuesday,2,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050120.02,UNKNOWN,-75.58300059,45.45580739,August
247,2021-08-09 05:00:00,1800,2021,2021-08-09 05:00:00,1800,2021,Evening,Monday,1,Playfair Park - Lynda Park - Guildwood Estates,34,East,Ward 18 - Alta Vista,Marty Carr,5050007.01,MINOR,-75.64868433,45.3876203,August
248,2021-08-10 05:00:00,200,2021,2021-08-10 05:00:00,2000,2021,Evening,Tuesday,2,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,FATAL,-75.68457337,45.43264156,August
249,2021-08-11 05:00:00,1900,2021,2021-08-11 05:00:00,1900,2021,Evening,Wednesday,3,Osgoode,36,East,Ward 20 - Osgoode,George Darouze,5050191.01,UNKNOWN,-75.59452601,45.20567927,August
250,2021-08-19 05:00:00,1400,2021,2021-08-19 05:00:00,1400,2021,Afternoon,Thursday,4,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,UNKNOWN,-75.7778402,45.35211013,August
251,2021-08-21 05:00:00,300,2021,2021-08-21 05:00:00,300,2021,Night,Saturday,6,Riverside South - Leitrim,35,East,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,5050126.07,UNKNOWN,-75.63037211,45.31737707,August
252,2021-08-26 05:00:00,200,2021,2021-08-26 05:00:00,2100,2021,Evening,Thursday,4,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 16 - River,Riley Brockington,5050001.1,MAJOR,-75.65329595,45.37212282,August
253,2021-08-26 05:00:00,1500,2021,2021-08-26 05:00:00,1500,2021,Afternoon,Thursday,4,Riverside South - Leitrim,35,East,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,5050126.09,MAJOR,-75.58926887,45.32843098,August
254,2021-08-30 05:00:00,0,2021,2021-08-29 05:00:00,2100,2021,Evening,Sunday,7,Greenboro East,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.05,MINOR,-75.63462853,45.36289096,August
255,2021-09-06 05:00:00,100,2021,2021-09-06 05:00:00,0,2021,Night,Monday,1,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,NONE,-75.69303402,45.42906621,September
256,2021-09-06 05:00:00,200,2021,2021-09-06 05:00:00,2200,2021,Evening,Monday,1,Bridlewood - Emerald Meadows,13,West,Ward 23 - Kanata South,Allan Hubley,5050161.05,MAJOR,-75.8632365,45.28230143,September
257,2021-09-07 05:00:00,1400,2021,2021-09-07 05:00:00,1400,2021,Afternoon,Tuesday,2,Bridlewood - Emerald Meadows,13,West,Ward 23 - Kanata South,Allan Hubley,5050161.05,UNKNOWN,-75.8632365,45.28230143,September
258,2021-09-08 05:00:00,1400,2021,2021-08-18 05:00:00,0,2021,Night,Wednesday,3,New Barrhaven - New Development - Stonebridge,16,West,Ward 24 - Barrhaven East,Wilson Lo,5050141.1,UNKNOWN,-75.72747562,45.27834995,August
259,2021-09-10 05:00:00,200,2021,2021-09-10 05:00:00,200,2021,Night,Friday,5,Hunt Club Upper -Blossom Park - Timbermill,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050127.0,MAJOR,-75.63147565,45.3385652,September
260,2021-09-15 05:00:00,200,2021,2021-09-15 05:00:00,2200,2021,Evening,Wednesday,3,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.09,NONE,-75.64934297,45.37609986,September
261,2021-09-16 05:00:00,200,2021,2021-09-16 05:00:00,2100,2021,Evening,Thursday,4,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.0,NONE,-75.61032767,45.39418326,September
262,2021-09-24 05:00:00,0,2021,2021-09-24 05:00:00,0,2021,Night,Friday,5,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.0,MINOR,-75.79603912,45.35173016,September
263,2021-09-26 05:00:00,400,2021,2021-09-26 05:00:00,400,2021,Night,Sunday,7,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,NONE,-75.63945737,45.34764181,September
264,2021-09-27 05:00:00,500,2021,2021-09-27 05:00:00,500,2021,Night,Monday,1,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,NONE,-75.63945737,45.34764181,September
265,2021-09-27 05:00:00,1800,2021,2021-09-27 05:00:00,1800,2021,Evening,Monday,1,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.0,UNKNOWN,-75.79274319,45.34810025,September
266,2021-10-01 05:00:00,500,2021,2021-10-01 05:00:00,500,2021,Night,Friday,5,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050120.02,UNKNOWN,-75.59142709,45.44857014,October
267,2021-10-02 05:00:00,200,2021,2021-10-02 05:00:00,2300,2021,Evening,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,NONE,-75.64713653,45.42554382,October
268,2021-10-08 05:00:00,200,2021,2021-10-08 05:00:00,2200,2021,Evening,Friday,5,Bayshore,14,West,Ward 7 - Bay,Theresa Kavanagh,5050138.0,UNKNOWN,-75.81241473,45.35183618,October
269,2021-10-10 05:00:00,1700,2021,2021-10-10 05:00:00,1700,2021,Afternoon,Sunday,7,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050042.0,UNKNOWN,-75.70561226,45.40931482,October
270,2021-10-20 05:00:00,1700,2021,2021-10-20 05:00:00,1700,2021,Afternoon,Wednesday,3,Hintonburg - Mechanicsville,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050046.0,MAJOR,-75.73360875,45.40824189,October
271,2021-10-29 05:00:00,1200,2021,2021-10-29 05:00:00,1200,2021,Afternoon,Friday,5,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.0,MAJOR,-75.69805875,45.41732676,October
272,2021-11-05 05:00:00,1600,2021,2021-11-05 05:00:00,1600,2021,Afternoon,Friday,5,Civic Hospital-Central Park,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050034.0,MINOR,-75.7227306,45.39395241,November
273,2021-11-22 05:00:00,800,2021,2021-11-21 05:00:00,2200,2021,Evening,Sunday,7,Hunt Club Upper -Blossom Park - Timbermill,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.03,UNKNOWN,-75.63296658,45.35462245,November
274,2021-12-06 05:00:00,300,2021,2021-12-06 05:00:00,300,2021,Night,Monday,1,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,MAJOR,-75.77465424,45.35306183,December
275,2021-12-14 05:00:00,1900,2021,2021-12-14 05:00:00,1900,2021,Evening,Tuesday,2,Hunt Club South Industrial,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.01,UNKNOWN,-75.71592949,45.33435229,December
276,2021-12-15 05:00:00,200,2021,2021-12-15 05:00:00,2200,2021,Evening,Wednesday,3,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050102.0,MINOR,-75.661169,45.43801521,December
277,2021-12-18 05:00:00,100,2021,2021-12-18 05:00:00,100,2021,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.6917611,45.42960613,December
278,2021-12-22 05:00:00,1900,2021,2021-12-22 05:00:00,1900,2021,Evening,Wednesday,3,OrlZans Village - Chateauneuf,31,East,Ward 2 - OrlZans West-Innes,Laura Dudas,5050125.09,MAJOR,-75.53189044,45.44860951,December
279,2021-12-22 05:00:00,700,2021,2021-12-22 05:00:00,700,2021,Morning,Wednesday,3,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.68754346,45.42801394,December
280,2022-01-01 05:00:00,300,2022,2022-01-01 05:00:00,300,2022,Night,Saturday,6,OrlZans Chapel Hill South,31,East,Ward 19 - OrlZans South-Navan,Catherine Kitts,5050125.11,UNKNOWN,-75.52334723,45.42965344,January
281,2022-01-02 05:00:00,1400,2022,2022-01-02 05:00:00,900,2022,Morning,Sunday,7,Russell - Edwards,37,East,Ward 20 - Osgoode,George Darouze,5050190.01,MINOR,-75.46614867,45.3229996,January
282,2022-01-07 05:00:00,1300,2022,2022-01-07 05:00:00,1300,2022,Afternoon,Friday,5,Hunt Club South Industrial,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.01,UNKNOWN,-75.70140851,45.33844119,January
283,2022-01-15 05:00:00,200,2022,2022-01-15 05:00:00,2200,2022,Evening,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,MAJOR,-75.65237529,45.4251902,January
284,2022-02-02 05:00:00,200,2022,2022-02-02 05:00:00,2100,2022,Evening,Wednesday,3,Woodroffe - Lincoln Heights,14,West,Ward 7 - Bay,Theresa Kavanagh,5050031.0,MAJOR,-75.7787228,45.37367982,February
285,2022-02-19 05:00:00,200,2022,2022-02-19 05:00:00,200,2022,Night,Saturday,6,Civic Hospital-Central Park,21,Central,Ward 16 - River,Riley Brockington,5050020.01,MAJOR,-75.71322561,45.37204746,February
286,2022-02-21 05:00:00,1800,2022,2022-02-21 05:00:00,1800,2022,Evening,Monday,1,Greenboro East,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.05,FATAL,-75.63346596,45.36912238,February
287,2022-02-23 05:00:00,200,2022,2022-02-23 05:00:00,2200,2022,Evening,Wednesday,3,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050120.02,UNKNOWN,-75.59142709,45.44857014,February
288,2022-02-24 05:00:00,1000,2022,2022-02-23 05:00:00,2200,2022,Evening,Wednesday,3,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050120.02,UNKNOWN,-75.59454371,45.45517062,February
289,2022-03-05 05:00:00,1800,2022,2022-03-05 05:00:00,1800,2022,Evening,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,NONE,-75.65144367,45.42660724,March
290,2022-03-22 05:00:00,200,2022,2022-03-22 05:00:00,2100,2022,Evening,Tuesday,2,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050022.0,MAJOR,-75.73404221,45.37725524,March
291,2022-04-04 05:00:00,1600,2022,2022-04-04 05:00:00,1600,2022,Afternoon,Monday,1,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 18 - Alta Vista,Marty Carr,5050007.02,MINOR,-75.65678291,45.37875861,April
292,2022-04-06 05:00:00,900,2022,2022-04-06 05:00:00,1400,2022,Afternoon,Wednesday,3,OrlZans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 1 - OrlZans East-Cumberland,Matthew Luloff,5050170.09,UNKNOWN,-75.49541964,45.4750922,April
293,2022-04-19 05:00:00,200,2022,2022-04-19 05:00:00,200,2022,Night,Tuesday,2,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050103.0,NONE,-75.65664265,45.43983559,April
294,2022-04-19 05:00:00,500,2022,2022-04-19 05:00:00,500,2022,Night,Tuesday,2,Vanier South,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050101.0,MAJOR,-75.66233974,45.43318254,April
295,2022-04-25 05:00:00,200,2022,2022-04-25 05:00:00,2200,2022,Evening,Monday,1,Greenbelt - Mer Bleue,31,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050125.03,MAJOR,-75.5608722,45.40854671,April
296,2022-05-01 05:00:00,1600,2022,2022-05-01 05:00:00,1600,2022,Afternoon,Sunday,7,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050120.03,UNKNOWN,-75.60210676,45.45797492,May
297,2022-05-02 05:00:00,200,2022,2022-05-02 05:00:00,2100,2022,Evening,Monday,1,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,MINOR,-75.63984669,45.34047273,May
298,2022-05-03 05:00:00,0,2022,2022-05-03 05:00:00,0,2022,Night,Tuesday,2,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MINOR,-75.69303402,45.42906621,May
299,2022-05-08 05:00:00,1300,2022,2022-05-08 05:00:00,1300,2022,Afternoon,Sunday,7,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050009.0,UNKNOWN,-75.62156728,45.39619765,May
300,2022-05-11 05:00:00,200,2022,2022-05-11 05:00:00,2300,2022,Evening,Wednesday,3,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,UNKNOWN,-75.64708864,45.34648509,May
301,2022-05-12 05:00:00,1300,2022,2022-05-12 05:00:00,1300,2022,Afternoon,Thursday,4,Glebe - Dows Lake,22,Central,Ward 14 - Somerset,Ariel Troster,5050036.0,MINOR,-75.69863581,45.40597451,May
302,2022-05-15 05:00:00,1000,2022,2022-05-15 05:00:00,1000,2022,Morning,Sunday,7,Billings Bridge - Alta Vista,34,East,Ward 18 - Alta Vista,Marty Carr,5050005.0,UNKNOWN,-75.66979243,45.38611099,May
303,2022-06-07 05:00:00,200,2022,2022-06-07 05:00:00,2000,2022,Evening,Tuesday,2,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.0,UNKNOWN,-75.61866099,45.3984387,June
304,2022-06-08 05:00:00,200,2022,2022-06-08 05:00:00,2100,2022,Evening,Wednesday,3,Riverside South - Leitrim,35,East,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,5050126.07,MAJOR,-75.61817768,45.32008723,June
305,2022-06-22 05:00:00,1800,2022,2022-06-22 05:00:00,1800,2022,Evening,Wednesday,3,Beacon Hill South - Cardinal Heights,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050121.01,MAJOR,-75.61323773,45.44530188,June
306,2022-06-23 05:00:00,200,2022,2022-06-23 05:00:00,2300,2022,Evening,Thursday,4,Pineview,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.02,UNKNOWN,-75.59815327,45.41960963,June
307,2022-07-05 05:00:00,1200,2022,2022-07-05 05:00:00,1200,2022,Afternoon,Tuesday,2,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 16 - River,Riley Brockington,5050001.1,FATAL,-75.65712209,45.36525048,July
308,2022-07-06 05:00:00,1300,2022,2022-07-06 05:00:00,1300,2022,Afternoon,Wednesday,3,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.0,MAJOR,-75.8011136,45.35775682,July
309,2022-07-08 05:00:00,1600,2022,2022-07-08 05:00:00,1600,2022,Afternoon,Friday,5,Manotick East,36,East,Ward 20 - Osgoode,George Darouze,5050191.01,MINOR,-75.60914851,45.23120733,July
310,2022-07-16 05:00:00,200,2022,2022-07-15 05:00:00,2300,2022,Evening,Friday,5,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,FATAL,-75.68610381,45.43197758,July
311,2022-07-16 05:00:00,1300,2022,2022-07-01 05:00:00,1300,2022,Afternoon,Friday,5,Galetta,11,West,Ward 5 - West Carleton-March,Clarke Kelly,5050301.0,MINOR,-76.26263594,45.44371406,July
312,2022-07-18 05:00:00,1500,2022,2022-07-18 05:00:00,1500,2022,Afternoon,Monday,1,Billings Bridge - Alta Vista,34,East,Ward 18 - Alta Vista,Marty Carr,5050005.0,MAJOR,-75.67090977,45.38467927,July
313,2022-07-21 05:00:00,200,2022,2022-07-21 05:00:00,2200,2022,Evening,Thursday,4,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,MAJOR,-75.6193709,45.37313507,July
314,2022-07-23 05:00:00,1500,2022,2022-07-19 05:00:00,2300,2022,Evening,Tuesday,2,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.0,UNKNOWN,-75.7778402,45.35211013,July
315,2022-07-31 05:00:00,200,2022,2022-07-31 05:00:00,2200,2022,Evening,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050060.0,UNKNOWN,-75.64946857,45.44574288,July
316,2022-08-09 05:00:00,1700,2022,2022-08-09 05:00:00,1700,2022,Afternoon,Tuesday,2,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050133.0,UNKNOWN,-75.74665955,45.35017202,August
317,2022-08-12 05:00:00,500,2022,2022-08-12 05:00:00,500,2022,Night,Friday,5,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.0,UNKNOWN,-75.68162129,45.36802791,August
318,2022-08-13 05:00:00,200,2022,2022-08-13 05:00:00,200,2022,Night,Saturday,6,Glen Cairn - Kanata South Business Park,13,West,Ward 23 - Kanata South,Allan Hubley,5050162.02,MAJOR,-75.88471925,45.29370376,August
319,2022-08-16 05:00:00,1800,2022,2022-08-16 05:00:00,1800,2022,Evening,Tuesday,2,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,UNKNOWN,-75.62880686,45.40217424,August
320,2022-08-26 05:00:00,400,2022,2022-08-26 05:00:00,400,2022,Night,Friday,5,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.69403833,45.42756762,August
321,2022-08-27 05:00:00,1700,2022,2022-08-27 05:00:00,1700,2022,Afternoon,Saturday,6,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050022.0,UNKNOWN,-75.73929426,45.37312394,August
322,2022-08-27 05:00:00,1900,2022,2022-08-27 05:00:00,1900,2022,Evening,Saturday,6,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 16 - River,Riley Brockington,5050001.1,NONE,-75.65712209,45.36525048,August
323,2022-08-29 05:00:00,1700,2022,2022-08-29 05:00:00,1700,2022,Afternoon,Monday,1,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.0,MAJOR,-75.71174523,45.41146432,August
324,2022-09-02 05:00:00,200,2022,2022-09-02 05:00:00,2300,2022,Evening,Friday,5,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,MINOR,-75.62880686,45.40217424,September
325,2022-09-05 05:00:00,200,2022,2022-09-05 05:00:00,2300,2022,Evening,Monday,1,Hunt Club Upper -Blossom Park - Timbermill,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.03,MINOR,-75.62536913,45.34760678,September
326,2022-09-11 05:00:00,1000,2022,2022-09-11 05:00:00,1000,2022,Morning,Sunday,7,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.09,UNKNOWN,-75.64187314,45.3738458,September
327,2022-09-19 05:00:00,1800,2022,2022-09-19 05:00:00,1800,2022,Evening,Monday,1,CFB Rockcliffe-NRC,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050060.0,UNKNOWN,-75.64407655,45.44582516,September
328,2022-09-26 05:00:00,200,2022,2022-09-26 05:00:00,2100,2022,Evening,Monday,1,OrlZans North West,31,East,Ward 2 - OrlZans West-Innes,Laura Dudas,5050124.04,NONE,-75.54795822,45.47233864,September
329,2022-10-05 05:00:00,200,2022,2022-10-05 05:00:00,2000,2022,Evening,Wednesday,3,OrlZans Queenswood Heights,31,East,Ward 1 - OrlZans East-Cumberland,Matthew Luloff,5050170.03,MINOR,-75.49904493,45.47694176,October
330,2022-10-10 05:00:00,200,2022,2022-10-10 05:00:00,200,2022,Night,Monday,1,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.69303402,45.42906621,October
331,2022-10-11 05:00:00,1500,2022,2022-10-11 05:00:00,1500,2022,Afternoon,Tuesday,2,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,UNKNOWN,-75.68649227,45.43607473,October
332,2022-10-12 05:00:00,1700,2022,2022-10-12 05:00:00,1700,2022,Afternoon,Wednesday,3,Russell - Edwards,37,East,Ward 20 - Osgoode,George Darouze,5050126.04,NONE,-75.53694808,45.31651551,October
333,2022-10-16 05:00:00,100,2022,2022-10-16 05:00:00,100,2022,Night,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050104.0,UNKNOWN,-75.673728,45.44118328,October
334,2022-10-22 05:00:00,300,2022,2022-10-22 05:00:00,300,2022,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,MAJOR,-75.69228883,45.43023976,October
335,2022-10-23 05:00:00,600,2022,2022-10-23 05:00:00,600,2022,Morning,Sunday,7,Byward Market,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050054.0,UNKNOWN,-75.69303402,45.42906621,October
336,2022-11-12 05:00:00,1500,2022,2022-11-12 05:00:00,1500,2022,Afternoon,Saturday,6,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.01,MAJOR,-75.72156987,45.32123463,November
337,2022-11-15 05:00:00,100,2022,2022-11-15 05:00:00,100,2022,Night,Tuesday,2,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050133.0,MINOR,-75.74373825,45.35385989,November
338,2022-12-06 05:00:00,1600,2022,2022-12-04 05:00:00,1400,2022,Afternoon,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050104.0,UNKNOWN,-75.66896683,45.43765861,December
339,2022-12-09 05:00:00,1700,2022,2022-12-09 05:00:00,1700,2022,Afternoon,Friday,5,Cumberland,37,East,Ward 1 - OrlZans East-Cumberland,Matthew Luloff,5050171.06,UNKNOWN,-75.46703574,45.50374521,December
340,2023-01-07 05:00:00,1900,2023,2023-01-07 05:00:00,1900,2023,Evening,Saturday,6,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050022.0,UNKNOWN,-75.73597923,45.37374071,January
341,2023-01-13 05:00:00,1600,2023,2023-01-13 05:00:00,1600,2023,Afternoon,Friday,5,Civic Hospital-Central Park,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050034.0,MAJOR,-75.72885842,45.39599953,January
342,2023-01-19 05:00:00,1900,2023,2023-01-19 05:00:00,1900,2023,Evening,Thursday,4,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.0,MINOR,-75.6937696,45.41556349,January
343,2023-01-29 05:00:00,0,2023,2023-01-29 05:00:00,0,2023,Night,Sunday,7,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,MINOR,-75.64747775,45.34893479,January
344,2023-01-29 05:00:00,200,2023,2023-01-29 05:00:00,200,2023,Night,Sunday,7,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.04,MINOR,-75.65015344,45.40572581,January
345,2023-02-14 05:00:00,1800,2023,2023-02-14 05:00:00,1800,2023,Evening,Tuesday,2,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.04,FATAL,-75.65335451,45.40926085,February
346,2023-02-18 05:00:00,200,2023,2023-02-18 05:00:00,2000,2023,Evening,Saturday,6,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050133.0,NONE,-75.74526243,45.35566143,February
347,2023-02-18 05:00:00,200,2023,2023-02-18 05:00:00,2200,2023,Evening,Saturday,6,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,NONE,-75.68564138,45.433918,February
348,2023-02-21 05:00:00,100,2023,2023-02-21 05:00:00,100,2023,Night,Tuesday,2,Lowertown,24,Central,Ward 12 - Rideau-Vanier,StZphanie Plante,5050056.0,FATAL,-75.68731475,45.43042044,February
349,2023-02-27 05:00:00,200,2023,2023-02-27 05:00:00,1900,2023,Evening,Monday,1,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,NONE,-75.65078203,45.34903552,February
350,2023-02-27 05:00:00,200,2023,2023-02-27 05:00:00,2000,2023,Evening,Monday,1,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.0,UNKNOWN,-75.65144367,45.42660724,February
351,2023-03-04 05:00:00,200,2023,2023-03-04 05:00:00,2100,2023,Evening,Saturday,6,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050134.0,UNKNOWN,-75.73396376,45.3451925,March
